customer_id,timestamp,revenue,order_id,profit
20,1997-01-01,363.6,oid_100056,109.08
20,1997-01-18,289.41,oid_100057,141.81090000000003
21,1997-01-01,63.34,oid_100058,17.1018
21,1997-01-13,11.77,oid_100059,6.5912
22,1997-01-01,14.37,oid_100060,5.1732
23,1997-01-01,24.74,oid_100061,9.648599999999998
24,1997-01-01,47.28,oid_100062,19.3848
24,1998-01-20,10.49,oid_100063,5.0352
25,1997-01-01,24.96,oid_100064,2.2464
25,1997-07-18,13.9,oid_100065,6.255
25,1997-08-17,12.25,oid_100066,10.4125
25,1997-10-24,12.99,oid_100067,8.313600000000001
25,1998-04-17,12.99,oid_100068,0.2598
25,1998-05-25,10.49,oid_100069,3.0421
25,1998-06-03,24.97,oid_100070,4.994
25,1998-06-08,24.98,oid_100071,11.7406
26,1997-01-01,42.72,oid_100072,29.0496
26,1997-01-26,59.97,oid_100073,14.3928
27,1997-01-07,83.41,oid_100074,22.5207
27,1997-01-12,52.46,oid_100075,32.0006
28,1997-01-01,39.51,oid_100076,18.1746
28,1997-01-27,25.74,oid_100077,8.236799999999999
28,1997-03-08,25.74,oid_100078,8.4942
29,1997-01-01,46.72,oid_100079,25.2288
29,1997-02-06,67.31,oid_100080,21.5392
29,1997-03-09,41.1,oid_100081,19.317
29,1997-04-05,44.52,oid_100082,13.8012
29,1997-04-20,13.97,oid_100083,5.8674
29,1997-05-04,26.14,oid_100084,8.6262
29,1997-05-30,32.45,oid_100085,19.1455
29,1997-07-13,37.65,oid_100086,8.283
29,1997-07-13,26.74,oid_100087,4.5458
29,1997-09-06,14.79,oid_100088,5.6202
29,1997-11-02,35.97,oid_100089,18.3447
29,1998-04-26,48.45,oid_100090,13.0815
30,1997-01-01,14.37,oid_100091,3.7362
30,1997-02-14,13.97,oid_100092,6.985
31,1997-01-01,59.06,oid_100093,18.3086
31,1998-04-07,42.89,oid_100094,15.011500000000002
31,1998-04-09,38.06,oid_100095,13.7016
31,1998-05-25,37.04,oid_100096,15.5568
32,1997-01-01,49.97,oid_100097,15.4907
32,1997-01-24,16.36,oid_100098,2.2904
32,1998-03-11,11.88,oid_100099,5.8212
33,1997-01-01,41.69,oid_1000100,14.591499999999998
33,1997-01-21,29.92,oid_1000101,8.6768
33,1997-02-16,73.42,oid_1000102,35.9758
33,1997-05-02,40.74,oid_1000103,4.8888
33,1997-05-14,54.25,oid_1000104,28.21
33,1997-06-01,14.96,oid_1000105,5.6848
33,1997-06-04,30.13,oid_1000106,11.4494
33,1997-08-29,35.69,oid_1000107,14.9898
33,1997-09-06,11.77,oid_1000108,1.4124
33,1997-10-02,45.47,oid_1000109,27.7367
33,1997-10-03,34.98,oid_1000110,18.8892
33,1997-10-05,54.97,oid_1000111,15.941299999999998
33,1997-10-13,69.45,oid_1000112,35.4195
33,1997-10-19,48.97,oid_1000113,12.2425
33,1997-10-31,54.46,oid_1000114,19.061
33,1997-11-06,66.45,oid_1000115,23.922000000000004
33,1997-11-09,67.47,oid_1000116,14.1687
33,1997-11-10,13.99,oid_1000117,8.1142
33,1997-11-18,14.49,oid_1000118,5.796
33,1997-11-23,55.96,oid_1000119,15.6688
33,1997-11-25,36.97,oid_1000120,26.6184
33,1998-01-13,36.97,oid_1000121,1.4788
33,1998-02-27,34.47,oid_1000122,8.962200000000001
33,1998-03-05,35.35,oid_1000123,20.8565
33,1998-03-13,42.48,oid_1000124,11.469599999999998
34,1997-01-01,23.14,oid_1000125,12.727
35,1997-01-01,26.73,oid_1000126,8.2863
35,1997-09-27,15.49,oid_1000127,4.9568
36,1997-01-01,37.91,oid_1000128,15.5431
36,1997-02-03,11.77,oid_1000129,4.4726
37,1997-01-29,31.26,oid_1000130,17.5056
37,1997-03-06,29.13,oid_1000131,11.3607
37,1997-06-28,13.97,oid_1000132,4.6101
37,1997-08-16,14.37,oid_1000133,7.6161
37,1997-11-02,39.47,oid_1000134,11.4463
37,1998-05-13,27.48,oid_1000135,3.2976
38,1997-01-01,12.49,oid_1000136,3.3723
39,1997-01-01,33.33,oid_1000137,3.6663
39,1997-03-13,50.68,oid_1000138,9.6292
39,1997-05-14,28.93,oid_1000139,14.1757
39,1998-03-05,49.55,oid_1000140,4.955
39,1998-03-11,58.96,oid_1000141,1.1792
40,1997-01-01,28.34,oid_1000142,8.7854
40,1997-03-08,13.97,oid_1000143,4.7498000000000005
40,1997-05-03,15.96,oid_1000144,7.820400000000001
40,1997-08-30,14.96,oid_1000145,5.984000000000001
40,1997-09-14,44.47,oid_1000146,13.7857
40,1997-09-14,13.99,oid_1000147,4.0571
40,1997-09-14,22.99,oid_1000148,6.437199999999999
40,1997-10-25,25.98,oid_1000149,8.313600000000001
40,1997-12-13,16.99,oid_1000150,7.305699999999999
40,1997-12-14,54.96,oid_1000151,20.8848
40,1998-02-15,12.58,oid_1000152,4.654599999999999
40,1998-02-15,2.99,oid_1000153,0.7176
40,1998-02-25,36.34,oid_1000154,11.628800000000002
40,1998-03-08,14.42,oid_1000155,5.047
41,1997-01-01,17.99,oid_1000156,3.7779
42,1997-01-01,26.55,oid_1000157,7.6995
42,1997-01-02,11.77,oid_1000158,3.8841
43,1997-01-01,29.33,oid_1000159,14.9583
43,1997-02-16,25.74,oid_1000160,6.1776
43,1997-03-01,10.77,oid_1000161,0.9693
43,1997-11-28,36.99,oid_1000162,13.316400000000002
43,1998-05-24,14.49,oid_1000163,7.245
44,1997-01-01,30.32,oid_1000164,5.154400000000001
44,1997-01-04,14.37,oid_1000165,4.5984
44,1997-06-19,14.96,oid_1000166,12.716
45,1997-01-01,14.37,oid_1000167,11.2086
46,1997-01-01,41.53,oid_1000168,18.273200000000003
46,1997-01-25,60.11,oid_1000169,15.0275
46,1997-03-16,45.09,oid_1000170,26.603100000000005
46,1997-08-09,58.07,oid_1000171,36.5841
46,1997-08-24,57.11,oid_1000172,17.133
46,1997-10-02,26.98,oid_1000173,7.824199999999999
46,1997-11-12,26.98,oid_1000174,15.1088
47,1997-01-01,37.91,oid_1000175,4.1701
47,1997-01-05,25.74,oid_1000176,3.3462
47,1997-01-26,44.97,oid_1000177,17.0886
47,1997-02-16,15.37,oid_1000178,4.7647
47,1997-02-23,30.92,oid_1000179,7.73
47,1997-03-09,17.96,oid_1000180,6.8248
47,1997-03-09,4.79,oid_1000181,2.2992000000000004
47,1997-03-16,27.94,oid_1000182,9.4996
47,1997-04-06,13.97,oid_1000183,2.6543
47,1997-04-07,14.79,oid_1000184,5.6202
47,1997-04-19,19.97,oid_1000185,2.5961000000000003
47,1997-04-23,41.77,oid_1000186,20.885
47,1997-06-15,19.99,oid_1000187,8.3958
47,1997-06-22,4.79,oid_1000188,2.874
47,1997-08-09,9.99,oid_1000189,2.7972
47,1997-11-01,19.49,oid_1000190,7.406199999999999
47,1998-02-25,12.99,oid_1000191,6.1053
47,1998-03-18,14.49,oid_1000192,8.4042
47,1998-03-22,22.98,oid_1000193,13.328399999999998
47,1998-04-14,13.99,oid_1000194,4.6167
47,1998-06-06,12.99,oid_1000195,4.5465
48,1997-01-01,52.72,oid_1000196,20.0336
48,1997-01-26,73.5,oid_1000197,31.605
48,1997-02-10,37.93,oid_1000198,12.5169
48,1997-03-23,12.49,oid_1000199,5.7454
48,1997-03-25,46.5,oid_1000200,21.39
48,1997-06-09,29.92,oid_1000201,13.1648
48,1997-07-30,42.85,oid_1000202,5.570500000000001
48,1997-08-15,15.36,oid_1000203,6.2976
48,1997-08-24,24.37,oid_1000204,8.0421
48,1997-10-14,25.49,oid_1000205,11.4705
48,1997-10-17,25.98,oid_1000206,8.5734
48,1997-10-20,20.99,oid_1000207,11.544499999999998
48,1997-11-03,41.98,oid_1000208,24.7682
48,1997-11-11,42.47,oid_1000209,8.494
48,1997-11-24,16.98,oid_1000210,0.5094
48,1997-12-04,9.49,oid_1000211,3.0368
48,1998-01-09,40.47,oid_1000212,6.4752
48,1998-03-22,51.47,oid_1000213,23.1615
48,1998-06-08,9.49,oid_1000214,2.847
48,1998-06-13,29.48,oid_1000215,4.7168
49,1997-01-01,27.94,oid_1000216,6.7056
50,1997-01-01,6.79,oid_1000217,2.037
51,1997-01-27,71.42,oid_1000218,34.2816
51,1997-07-07,111.93,oid_1000219,71.6352
51,1997-09-01,104.6,oid_1000220,27.196
51,1997-11-29,53.95,oid_1000221,5.934500000000001
51,1997-11-29,13.99,oid_1000222,6.155600000000001
51,1997-12-01,11.49,oid_1000223,1.4937
52,1997-01-02,80.95,oid_1000224,10.523500000000002
52,1997-01-06,23.14,oid_1000225,-1.3884
52,1997-01-19,33.98,oid_1000226,6.456199999999999
52,1997-01-22,27.74,oid_1000227,9.9864
52,1997-01-29,38.33,oid_1000228,10.7324
52,1997-05-18,59.84,oid_1000229,23.3376
52,1997-06-21,104.72,oid_1000230,30.3688
52,1998-05-08,76.98,oid_1000231,21.5544
53,1997-01-01,19.99,oid_1000232,5.7971
53,1997-08-19,14.37,oid_1000233,2.2992
53,1997-12-10,11.49,oid_1000234,6.894
53,1998-01-27,11.88,oid_1000235,3.5640000000000005
53,1998-02-09,14.49,oid_1000236,8.259300000000001
53,1998-05-04,13.99,oid_1000237,4.6167
54,1997-01-01,33.96,oid_1000238,15.282
55,1997-01-01,66.09,oid_1000239,19.1661
55,1997-01-10,15.36,oid_1000240,7.2192
56,1997-01-01,27.73,oid_1000241,8.8736
56,1997-01-17,15.96,oid_1000242,10.2144
56,1997-06-01,21.54,oid_1000243,5.815799999999999
56,1997-12-17,63.96,oid_1000244,35.8176
57,1997-01-01,57.86,oid_1000245,13.886399999999998
58,1997-01-01,20.99,oid_1000246,6.716799999999999
59,1997-01-01,13.99,oid_1000247,5.4561
59,1997-01-09,11.77,oid_1000248,2.7071
59,1997-01-25,10.77,oid_1000249,4.0926
60,1997-02-01,21.75,oid_1000250,3.6975
61,1997-01-01,155.65,oid_1000251,51.3645
62,1997-01-01,32.91,oid_1000252,10.8603
62,1997-01-17,17.96,oid_1000253,7.9024
62,1997-02-13,13.97,oid_1000254,4.191
62,1997-03-08,24.54,oid_1000255,10.0614
62,1997-03-14,28.14,oid_1000256,10.4118
62,1997-05-14,14.55,oid_1000257,2.7645
62,1997-05-21,5.78,oid_1000258,0.6358
62,1997-08-27,15.36,oid_1000259,4.4544
62,1997-10-01,25.98,oid_1000260,10.392
62,1997-10-16,15.99,oid_1000261,4.4772
62,1997-10-29,41.97,oid_1000262,6.715199999999999
63,1997-01-01,44.97,oid_1000263,4.497
63,1997-11-22,26.98,oid_1000264,10.5222
63,1998-04-18,24.48,oid_1000265,8.3232
63,1998-05-21,24.48,oid_1000266,11.015999999999998
64,1997-01-03,11.77,oid_1000267,6.0027
64,1997-02-12,13.98,oid_1000268,7.1298
64,1997-05-12,11.77,oid_1000269,4.4726
64,1997-05-13,14.96,oid_1000270,5.6848
64,1997-07-22,15.36,oid_1000271,8.9088
64,1997-09-20,41.47,oid_1000272,6.6352
64,1997-11-04,53.47,oid_1000273,10.694
64,1997-11-28,59.92,oid_1000274,20.3728
64,1997-12-30,41.97,oid_1000275,3.7773
64,1998-03-03,7.68,oid_1000276,3.3024
64,1998-04-11,35.48,oid_1000277,24.4812
64,1998-04-23,21.98,oid_1000278,8.792
64,1998-06-25,37.56,oid_1000279,3.756
65,1997-01-01,18.77,oid_1000280,2.4401
65,1998-02-16,35.98,oid_1000281,18.7096
65,1998-03-22,13.99,oid_1000282,3.6374
66,1997-01-01,39.99,oid_1000283,8.7978
67,1997-01-01,29.73,oid_1000284,15.4596
67,1997-01-08,29.99,oid_1000285,8.097299999999999
67,1997-01-17,11.77,oid_1000286,3.8841
68,1997-01-01,40.36,oid_1000287,15.3368
69,1997-01-01,105.31,oid_1000288,54.7612
69,1997-01-04,111.77,oid_1000289,6.7062
70,1997-01-01,72.23,oid_1000290,23.8359
71,1997-01-01,13.97,oid_1000291,1.5367000000000002
72,1997-01-01,11.99,oid_1000292,4.3164
73,1997-01-01,13.97,oid_1000293,6.7056
73,1997-02-28,24.14,oid_1000294,7.7248
73,1997-03-16,56.46,oid_1000295,11.292
74,1997-01-01,41.99,oid_1000296,12.1771
75,1997-01-01,69.81,oid_1000297,22.3392
76,1997-01-01,9.99,oid_1000298,2.997
77,1997-01-01,12.97,oid_1000299,4.9286
78,1997-01-13,41.52,oid_1000300,13.7016
78,1998-04-23,53.74,oid_1000301,19.8838
79,1997-01-01,77.44,oid_1000302,20.9088
80,1997-01-01,43.46,oid_1000303,13.9072
81,1997-01-01,74.76,oid_1000304,17.942400000000003
81,1997-01-10,56.36,oid_1000305,20.8532
81,1997-01-17,35.31,oid_1000306,9.5337
81,1997-02-02,27.76,oid_1000307,9.1608
81,1997-02-20,35.31,oid_1000308,16.242600000000003
81,1997-03-05,14.99,oid_1000309,5.2465
81,1997-04-05,13.77,oid_1000310,3.9933
81,1997-05-24,14.96,oid_1000311,2.6928
81,1997-06-05,82.79,oid_1000312,24.837000000000003
81,1997-06-09,7.78,oid_1000313,3.6566
81,1997-06-19,14.96,oid_1000314,3.2912
81,1997-07-22,11.97,oid_1000315,4.6683
81,1997-09-15,26.98,oid_1000316,11.871200000000002
81,1997-09-27,12.99,oid_1000317,1.8186
82,1997-01-01,38.5,oid_1000318,14.63
82,1997-04-19,48.5,oid_1000319,10.67
82,1997-09-27,30.98,oid_1000320,10.843
82,1997-11-23,43.97,oid_1000321,13.191
82,1998-02-27,40.56,oid_1000322,15.818400000000002
82,1998-04-10,40.29,oid_1000323,21.3537
83,1997-01-01,13.0,oid_1000324,0.78
83,1997-01-26,47.69,oid_1000325,24.7988
83,1997-07-23,19.5,oid_1000326,8.97
83,1998-04-18,21.49,oid_1000327,13.108899999999998
84,1997-01-01,13.97,oid_1000328,4.0513
85,1997-01-03,26.31,oid_1000329,11.0502
86,1997-01-01,23.94,oid_1000330,4.309200000000001
87,1997-01-01,103.37,oid_1000331,31.011000000000003
87,1997-05-31,29.92,oid_1000332,12.865600000000002
87,1997-07-31,45.28,oid_1000333,11.32
87,1997-10-08,27.98,oid_1000334,8.394
88,1997-02-24,14.99,oid_1000335,0.7495
88,1997-10-22,19.98,oid_1000336,13.3866
89,1997-01-01,47.08,oid_1000337,9.416
89,1997-01-11,30.72,oid_1000338,16.896
89,1997-01-29,30.72,oid_1000339,3.6864
89,1997-03-27,27.13,oid_1000340,2.9843
89,1997-04-11,20.97,oid_1000341,10.9044
89,1997-05-27,15.36,oid_1000342,5.683199999999999
89,1997-07-30,60.67,oid_1000343,28.5149
89,1997-08-23,46.42,oid_1000344,10.2124
89,1997-10-17,27.48,oid_1000345,4.9464
89,1997-10-30,18.98,oid_1000346,3.6062
89,1997-12-05,39.97,oid_1000347,6.7949
89,1997-12-22,29.48,oid_1000348,5.896
89,1997-12-26,31.97,oid_1000349,13.4274
89,1997-12-29,19.49,oid_1000350,12.2787
89,1998-01-23,34.98,oid_1000351,18.1896
89,1998-02-11,26.98,oid_1000352,8.6336
89,1998-02-27,22.49,oid_1000353,11.0201
89,1998-06-10,40.99,oid_1000354,10.6574
90,1997-01-01,12.9,oid_1000355,6.321000000000001
90,1997-01-08,11.77,oid_1000356,7.1797
91,1997-01-01,32.54,oid_1000357,17.5716
92,1997-01-01,35.98,oid_1000358,12.9528
92,1997-04-16,17.36,oid_1000359,4.8608
93,1997-01-01,122.09,oid_1000360,29.3016
93,1997-01-03,97.24,oid_1000361,35.0064
94,1997-01-02,44.1,oid_1000362,26.901
95,1997-01-03,53.53,oid_1000363,21.412
95,1997-01-14,47.11,oid_1000364,15.0752
95,1997-01-24,91.26,oid_1000365,51.1056
95,1997-02-03,37.98,oid_1000366,13.293
95,1997-02-08,27.77,oid_1000367,6.9425
95,1997-02-10,25.13,oid_1000368,7.0364
95,1997-02-17,19.77,oid_1000369,9.6873
95,1997-03-04,67.46,oid_1000370,12.1428
95,1997-03-25,42.73,oid_1000371,19.6558
95,1997-04-14,14.37,oid_1000372,1.2933
95,1997-04-27,29.33,oid_1000373,13.1985
95,1997-05-11,26.56,oid_1000374,9.296
95,1997-05-11,30.32,oid_1000375,12.7344
95,1997-05-26,29.33,oid_1000376,8.5057
95,1997-06-10,11.77,oid_1000377,2.9425
95,1997-06-30,28.18,oid_1000378,4.227
95,1997-08-25,66.46,oid_1000379,19.938
95,1997-09-21,45.96,oid_1000380,8.7324
95,1997-12-09,90.94,oid_1000381,34.557199999999995
95,1997-12-19,82.98,oid_1000382,15.7662
95,1998-01-10,42.47,oid_1000383,12.316299999999998
95,1998-02-02,24.98,oid_1000384,11.9904
95,1998-02-08,109.24,oid_1000385,31.6796
95,1998-02-24,105.45,oid_1000386,36.9075
95,1998-03-16,82.42,oid_1000387,27.198600000000003
95,1998-04-28,106.93,oid_1000388,24.593900000000005
95,1998-05-07,59.97,oid_1000389,4.7976
95,1998-06-10,65.44,oid_1000390,32.72
95,1998-06-24,49.43,oid_1000391,14.829
96,1997-01-01,57.67,oid_1000392,10.3806
96,1997-02-09,61.91,oid_1000393,13.0011
96,1997-02-14,29.5,oid_1000394,4.425
96,1997-02-22,96.99,oid_1000395,20.3679
96,1997-03-15,75.22,oid_1000396,28.5836
96,1997-04-08,49.94,oid_1000397,9.988
96,1997-04-17,60.48,oid_1000398,14.5152
96,1997-06-24,12.97,oid_1000399,7.133500000000001
96,1997-07-09,23.74,oid_1000400,11.1578
96,1997-08-03,102.21,oid_1000401,49.0608
96,1997-10-30,114.46,oid_1000402,67.53139999999999
96,1997-11-18,234.45,oid_1000403,58.6125
96,1997-12-07,248.49,oid_1000404,104.3658
96,1998-01-02,68.46,oid_1000405,32.1762
96,1998-01-17,45.46,oid_1000406,15.4564
96,1998-02-24,28.37,oid_1000407,13.6176
96,1998-03-09,30.86,oid_1000408,1.2344
96,1998-05-07,54.85,oid_1000409,11.5185
96,1998-06-27,49.96,oid_1000410,21.4828
97,1997-01-01,91.57,oid_1000411,33.8809
97,1997-10-22,80.94,oid_1000412,23.4726
97,1998-02-08,128.87,oid_1000413,39.9497
97,1998-03-28,23.37,oid_1000414,14.9568
98,1997-01-01,46.14,oid_1000415,24.4542
98,1997-05-23,30.32,oid_1000416,9.096
99,1997-01-01,25.94,oid_1000417,8.3008
99,1997-01-19,28.34,oid_1000418,6.2348
99,1997-04-24,28.93,oid_1000419,11.572
99,1997-07-26,52.1,oid_1000420,22.403
99,1997-10-11,24.98,oid_1000421,14.238600000000002
99,1997-11-13,40.97,oid_1000422,11.4716
99,1997-12-16,65.99,oid_1000423,17.1574
100,1997-01-01,13.77,oid_1000424,5.2326
100,1997-12-11,12.49,oid_1000425,4.7462
100,1998-04-20,28.98,oid_1000426,9.8532
101,1997-01-18,23.54,oid_1000427,12.4762
102,1997-01-01,14.37,oid_1000428,3.8799
102,1997-02-10,25.99,oid_1000429,3.1188
102,1997-11-28,11.49,oid_1000430,-0.1149
102,1998-03-01,105.62,oid_1000431,39.0794
103,1997-02-17,51.08,oid_1000432,5.108
103,1997-04-06,29.75,oid_1000433,16.66
103,1998-04-17,29.66,oid_1000434,10.974200000000002
104,1997-01-01,14.96,oid_1000435,3.1416000000000004
105,1997-01-01,35.31,oid_1000436,7.062
106,1997-01-01,31.52,oid_1000437,8.1952
106,1997-01-19,29.92,oid_1000438,11.3696
106,1997-06-26,30.72,oid_1000439,11.3664
106,1997-11-04,27.98,oid_1000440,8.1142
106,1997-12-30,36.99,oid_1000441,8.507700000000002
106,1998-01-31,44.97,oid_1000442,5.3964
107,1997-01-01,21.99,oid_1000443,5.2776
108,1997-01-01,17.96,oid_1000444,3.7716
109,1997-01-12,71.89,oid_1000445,38.8206
109,1997-02-02,132.57,oid_1000446,34.4682
110,1997-01-01,27.94,oid_1000447,10.6172
111,1997-01-01,35.99,oid_1000448,8.9975
111,1997-01-11,32.99,oid_1000449,13.196000000000002
111,1997-03-15,77.96,oid_1000450,40.5392
111,1997-04-16,59.3,oid_1000451,28.463999999999995
111,1997-04-24,134.98,oid_1000452,39.1442
111,1997-06-23,91.92,oid_1000453,19.3032
111,1997-07-22,47.08,oid_1000454,25.4232
111,1997-07-26,71.96,oid_1000455,23.7468
111,1997-10-25,78.47,oid_1000456,14.1246
111,1997-12-06,83.47,oid_1000457,17.5287
111,1998-01-18,84.46,oid_1000458,16.892
111,1998-02-15,123.96,oid_1000459,55.782
111,1998-02-21,32.98,oid_1000460,11.8728
111,1998-02-26,23.06,oid_1000461,5.5344
111,1998-05-10,72.99,oid_1000462,49.6332
111,1998-06-20,55.47,oid_1000463,28.2897
112,1997-01-01,11.77,oid_1000464,4.1195
112,1997-02-05,11.77,oid_1000465,2.1186
113,1997-01-01,32.91,oid_1000466,9.5439
113,1998-03-04,15.27,oid_1000467,1.8324
113,1998-03-07,11.49,oid_1000468,2.1831
114,1997-01-01,16.36,oid_1000469,9.6524
114,1997-05-01,28.13,oid_1000470,7.3138
114,1997-09-08,22.97,oid_1000471,10.3365
114,1998-02-10,28.49,oid_1000472,11.396
114,1998-02-11,28.98,oid_1000473,9.2736
115,1997-01-01,13.97,oid_1000474,4.470400000000001
116,1997-01-01,12.77,oid_1000475,3.0648
117,1997-01-01,18.74,oid_1000476,6.9338
117,1997-08-31,24.74,oid_1000477,11.133
117,1998-03-19,15.49,oid_1000478,3.0980000000000003
118,1997-01-01,15.36,oid_1000479,3.9936
118,1997-06-24,58.49,oid_1000480,0.5849
119,1997-01-01,41.69,oid_1000481,10.0056
120,1997-01-01,22.97,oid_1000482,7.120699999999999
120,1997-02-22,14.96,oid_1000483,7.330400000000001
120,1997-03-30,11.77,oid_1000484,2.0009
120,1997-05-17,42.32,oid_1000485,5.0784
120,1997-12-18,11.49,oid_1000486,4.596
121,1997-01-01,12.49,oid_1000487,5.3707
122,1997-01-01,27.74,oid_1000488,11.650799999999998
123,1997-01-01,31.99,oid_1000489,10.2368
124,1997-01-01,28.93,oid_1000490,13.886399999999998
124,1997-09-13,28.48,oid_1000491,13.1008
124,1997-10-16,26.98,oid_1000492,4.047
124,1997-11-02,25.98,oid_1000493,9.093
124,1997-12-12,27.98,oid_1000494,9.5132
125,1997-01-01,37.47,oid_1000495,18.3603
125,1997-06-22,13.72,oid_1000496,-2.0580000000000003
125,1997-10-17,12.99,oid_1000497,5.5857
125,1997-11-21,6.49,oid_1000498,2.6609000000000003
125,1998-02-09,11.49,oid_1000499,3.7917
125,1998-06-08,26.48,oid_1000500,7.6792
126,1997-01-03,9.77,oid_1000501,4.0057
126,1997-12-02,292.98,oid_1000502,0.0
127,1997-01-01,39.71,oid_1000503,8.3391
128,1997-01-01,20.37,oid_1000504,6.3147
128,1997-01-09,12.49,oid_1000505,5.120900000000001
128,1997-02-07,22.75,oid_1000506,10.01
128,1997-08-03,12.25,oid_1000507,2.0825
129,1997-01-01,12.49,oid_1000508,1.9984
130,1997-01-01,14.37,oid_1000509,6.035399999999999
130,1997-01-25,5.99,oid_1000510,1.0183
130,1997-02-08,42.89,oid_1000511,18.8716
130,1997-06-01,10.77,oid_1000512,2.8002
130,1997-07-01,5.99,oid_1000513,1.4376
130,1997-08-13,14.96,oid_1000514,4.488
130,1997-11-08,12.99,oid_1000515,1.8186
130,1998-04-29,12.99,oid_1000516,-2.9877
131,1997-01-01,30.32,oid_1000517,8.489600000000001
132,1997-01-01,53.69,oid_1000518,10.2011
132,1997-02-27,54.65,oid_1000519,22.4065
132,1997-04-01,27.13,oid_1000520,7.5964
132,1997-06-16,57.45,oid_1000521,26.427000000000003
132,1997-10-06,67.95,oid_1000522,26.5005
132,1998-05-11,41.56,oid_1000523,17.870800000000003
133,1997-01-01,18.99,oid_1000524,7.406099999999999
133,1997-01-27,14.37,oid_1000525,8.765699999999999
133,1997-02-01,9.77,oid_1000526,1.5632
133,1997-03-02,15.99,oid_1000527,4.797
133,1997-05-04,47.33,oid_1000528,6.6262
133,1997-06-21,59.74,oid_1000529,26.883000000000003
133,1997-11-11,32.98,oid_1000530,6.925799999999999
134,1997-01-01,17.9,oid_1000531,10.203
134,1997-05-05,9.99,oid_1000532,0.8991
134,1998-01-08,21.49,oid_1000533,11.1748
135,1997-01-01,41.7,oid_1000534,20.85
135,1997-01-01,42.69,oid_1000535,11.0994
136,1997-01-01,44.98,oid_1000536,6.297199999999999
136,1997-11-26,36.98,oid_1000537,9.9846
137,1997-01-01,27.73,oid_1000538,6.6552
138,1997-01-01,14.99,oid_1000539,3.5976
139,1997-01-06,11.77,oid_1000540,3.7664
140,1997-01-01,28.7,oid_1000541,-0.861
140,1997-05-03,15.36,oid_1000542,3.5328
141,1997-01-01,19.97,oid_1000543,8.7868
141,1997-03-16,19.54,oid_1000544,6.448199999999999
141,1997-04-16,22.77,oid_1000545,8.6526
141,1997-08-27,44.34,oid_1000546,3.9906000000000006
141,1997-10-24,5.49,oid_1000547,3.678300000000001
141,1998-02-22,11.88,oid_1000548,5.8212
141,1998-05-07,23.76,oid_1000549,8.0784
142,1997-01-02,15.36,oid_1000550,4.7616
142,1997-01-13,49.97,oid_1000551,14.991
